Datetime,Tweet Id,Text,Username,Likes,Retweets
2023-03-31 10:01:50+00:00,1641742591426195462,@NPSOfficial_KE Monday is coming. Count the hours #Maandamano,joeamanon,3,0
2023-03-31 09:59:24+00:00,1641741979603066881,"DP Rigathi Gachagua: ""This server is being looked for in Mukuru Kaiyaba and Koinange Street, i don't know where they are looking for it.We are also interested to know where it is.""

#MuorotoFmNews #Maandamano https://t.co/QHJ0MeH9Cr",MuorotoFM,0,0
2023-03-31 09:52:12+00:00,1641740164937445376,"Yesterday during -#Maandamano  I got a chance to shoot Nairobi County Traffic Marshal’s

I grew up in the 70s - 90s in Nairobi , I can say Kanjo uniform has evolved 

 @SakajaJohnson I want to seek permission to do a series on Kanjo Wa Nairobi is there an Archive? https://t.co/9i2fS3tKIM",PhilipOgola,14,5
2023-03-31 09:51:05+00:00,1641739886263775232,"President Ruto &amp; DP Gachagua, continue ignoring #Maandamano this is where anarchy begins. Your so called Riggy G doesn't care as long as it is not affecting people from Mt Kenya or central province. According to him, he's the deputy president of that part of Kenya",wuonrude,0,0
2023-03-31 09:48:02+00:00,1641739117066059783,@alkags @RailaOdinga @WilliamsRuto #Maandamano https://t.co/UYwCdBgqna,safariwithselle,0,1
2023-03-31 09:45:04+00:00,1641738372296200192,"@justus_Mfalme @WilliamsRuto @NPSOfficial_KE @RailaOdinga Thank's for writing 'willing Kikuyus'😊
I don't know if it has hit middle class/elite that the so called 'goons' are soon coming their way🤔 If you remember how this whole 'hustler - dynasty' started, it was a fight btn the haves &amp; the have nots #Maandamano",MumbiJosphen,3,0
2023-03-31 09:41:57+00:00,1641737588301082625,"And why would the media need politician speaker cars? Whom were they addressing?
#Maandamano https://t.co/hytW6S1dXA",WanjiruNdagita,61,29
2023-03-31 09:41:56+00:00,1641737582735249408,"I think Kenya's political upheaval after what appeared to be peaceful elections, hurt #Kenya more than many Kenyans will ever realise #Maandamano - These people in power do not care",bencellis,0,0
2023-03-31 09:40:38+00:00,1641737257232084992,"from restoring our economy back on track.

Kenya is governed by the rule of law, and we must respect and utilise the available legal avenues when settling our differences. It's my prayer that the orchestrators of the so called #Maandamano will finally see the light",MaryMaingi_MP,0,0
2023-03-31 09:39:37+00:00,1641736998321897474,"@UDAPartyKe Hio unga Ya 180 kwani iko sugoi,hata kama mnatubeba waana hii hapana, wajiinga waliisha Kenya,, #MAANDAMANO Mondays... Let's go..",JoskimH,0,0
2023-03-31 09:31:40+00:00,1641734997814984706,"Hello @NPSOfficial_KE @DCI_Kenya @HonAdenDuale @KindikiKithure this is from a distressed Kenyan, I'm writing this to you wakubwa regarding my friend's stolen motorbike at mathare NO. 10 stage on Monday's #maandamano. The thugs were afterwards caught by police from mathare PP 1/3.",eogechinyasimi,1,0
2023-03-31 09:25:07+00:00,1641733349826871298,"@TheStarKenya can u pls focus on your Azimio  #Maandamano 

Mambo ya KK leave it to KK",ShadowNewsKe,0,0
2023-03-31 09:22:02+00:00,1641732574409023489,"I see how Kikuyus are schooling Luos in Kisumu that they will forever live in poverty.

Central kenya is leading in abject poverty, dirty water, illicit brew, and streets children.
Focus on those ones first.

#Maandamano #Demonstrations",kiperics10,0,0
2023-03-31 09:21:40+00:00,1641732482835050496,No mirage will deter Kenyans from actualizing the third liberation. #Maandamano #JusticeMatters,Maichlowkey,0,0
2023-03-31 09:21:35+00:00,1641732462601461760,"@CecilyMbarire @ntvkenya @citizentvkenya @KTNNewsKE @NPSOfficial_KE @KindikiKithure #Maandamano  acoording to the constitution has ends at a certain time.
Hao wengine should tell the police what they are doing past that time.",QassimKE,0,0
2023-03-31 09:21:29+00:00,1641732435393273857,hivi ndo mapoko wa kanairo wanadinywa left right and centre 😂 mshow tu makende na umewai io kitu bro #Maandamano,IamKakako1,0,0
2023-03-31 09:20:57+00:00,1641732302504968194,"Kikuyu vs Kikuyu. The more things change, the more they remain the same. #kenyatta #gachagua #Maandamano https://t.co/MwIl24xzwb",TheWanjikuShow,0,0
2023-03-31 09:14:12+00:00,1641730605204512769,"You stand to lose whichever way you deal with Raila- Political analyst warns Ruto
https://t.co/61Q9uLdsNL
#Ruto #Raila #Demonstrations #MaandamanoThursdays #Maandamano #uhurukenyatta #Kenya #news",MumoOnesmas,0,0
2023-03-31 09:12:43+00:00,1641730232087625728,"Ruto sells part of Turkana wind power to a US company
https://t.co/4dpQSrTlNA
#Ruto #USA #WindPower #Kenya #business #Economy #UnitedStates #MaandamanoThursdays #Maandamano #Raila",MumoOnesmas,0,0
2023-03-31 09:10:35+00:00,1641729693937446913,"US government expresses concern after attacks on journalists during Azimio protests
https://t.co/YsyRGZqFTn
#USA #UnitedStates #Kenya #Raila #RailaOdinga #Ruto #MaandamanoThursdays #Maandamano #Kisumu #Nairobi #Demonstrations",MumoOnesmas,0,0
2023-03-31 09:09:30+00:00,1641729420640624647,"WHICH OF THE FOLLOWING IS FIGHTING FOR THE HIGH COST OF LIVING NOW?,,,
#DjFatxo #Maandamano #kindiki #imaraDaima Kisumu Thika Nairobi Karen dj evolve https://t.co/NKwkRuNfIG",Momanyi_Again2,3,3
2023-03-31 09:08:01+00:00,1641729045757939718,There is good content for Employers and employees. Watch informative and eye opening programs on our YouTube channel Empower with Beatrice Chuchu as we let the dust settle on #Maandamano #kindiki,empower_tvshow,0,0
2023-03-31 09:05:59+00:00,1641728536309383170,Sometimes the issue is not Unga but our own folly #Maandamano,IaMartinKE,0,0
2023-03-31 09:02:46+00:00,1641727725516849154,In this same way we can build roads and Dams without the government... Instead we have been programmed to depend on individual leadership... #Maandamano,IzoDushe,0,0
2023-03-31 09:02:01+00:00,1641727538455035904,"Would you want a cheap quality tv to keep you updated and watch football matches? If yes then I got you covered. 
At only kes 9800/= you get a digital frameless tv. Call 0715054151 and order now. #Ruto #Raila #Maandamano Jeff Mwathi #Nairobi Protests https://t.co/e6NeSbs9Oo",KamauWaMwangi_,0,0
2023-03-31 09:01:23+00:00,1641727376496238594,"@Dr_Mndonye Fully agree with your analysis and illustrations, so just and fair, I can't comprehend how we were so peaceful before, during and after elections until #Maandamano manenos came to disrupt all peace enjoyed. Political leaders sow the seeds of disunity for own selfish interests!!!",BethuelMwangi,0,0
2023-03-31 09:01:01+00:00,1641727284938670080,#MaandamanoThursday #Maandamano #Brutality a police officer in #MaandamanoMondays scenes #Railaspeaks #Maandamano https://t.co/vpg8EzkYJy,LasicGendi,0,0
2023-03-31 08:58:17+00:00,1641726597366444032,"I thought #Maandamano was all about the cost of living. With all due respect, at least be real to your people &amp; look into their interests for once",iamDariuske,1,0
2023-03-31 08:54:45+00:00,1641725709457534977,"Violence towards civilians can never and will never be tolerated. Same goes for those demonstrating. Demonstrate peacefully. Don't destroy property whatsoever. Police, don't teargas or shoot peaceful demos. This is the only way to avoid bloodshed and property loss #Maandamano",KariukiBrian_,0,0
2023-03-31 08:52:22+00:00,1641725108946386945,"@AnyangNyongo @jootrhkisumu They are not protesting because of cost of living, they are taking advantage of a protest to do this and they're more to come as long as the #Maandamano is concerned.",Hillary254ktown,0,0
2023-03-31 08:49:29+00:00,1641724383273123841,"#Maandamano have now morphed into opportunity for criminals. If organisers and police cannot guarantee peaceful conduct, then the whole approach is questionable. There are inconveniences and then there's damage.",SpryVoice,10,8
2023-03-31 08:48:25+00:00,1641724113453547520,"Siaya can't sustain #Maandamano.. this is the only street and roundabout. Watazungukuka hapa mpaka wapatwe na kifafa!!
@OpiyoWandayi https://t.co/IN13P7LuBu",WKKoech1,0,0
2023-03-31 08:37:37+00:00,1641721398061088772,@MikeSonko There is a video of you boosting about how to fuel imaginary chaos during peaceful #Maandamano on Ngong road kiongozi. I believe you are changing your ways. Good job Hon,CoachBill254,3,0
2023-03-31 08:37:03+00:00,1641721253961646080,"""Once a ruler becomes religious, it becomes impossible for you to debate with him. Once someone rules in the name of religion, your lives become hell.""
~ Colonel Muammar Gaddafi ✊️🇱🇾

#Maandamano #Tanzania #BankofGhana https://t.co/SZFWtI9DbH",Hussein25962963,0,1
2023-03-31 08:36:37+00:00,1641721147485048833,@kot  @RailaOdinga    @AzimioTv  #MaandamanoThursdays #Maandamano https://t.co/hgsNsGIbDy,Machariashelby,2,1
2023-03-31 08:36:07+00:00,1641721020880154625,@RailaOdinga BABA some of these Assassin's were hired into Kenya I guess. Let this #Maandamano take another shape I suggest though https://t.co/AOOZSXVynM,DGibbondavids,0,0
2023-03-31 08:35:27+00:00,1641720852919009282,"Video of the police shooting at a media car during the Azimio la Umoja anti-government protests causes a stir online as many Kenyans and the world condemn the attack at the press @MauriceNdole
https://t.co/YsI329cWpH
#Maandamano",AfricanaVoice,1,1
2023-03-31 08:28:56+00:00,1641719212669321217,"Punda afe lakini mzigo ufike? Noo… Journalists deserve better! The journalist’s safety should come first, then the story. 
Media houses can do better in protecting journalists. Let’s not expose the journalists and then blame the already messed up system! #Maandamano KDD or KBB",ItsElijahMwangi,4,2
2023-03-31 08:28:14+00:00,1641719036475056128,"@buluku_henry @Pauline34677965 @AmbatiLucy @kmaisy @MarthaKarua @GracesOpinion @maareenna @abuga_makori @BenjiNdolo Two #Kuzimia psychotic geriatrics @RailaOdinga and @MarthaKarua destroying Kenya for self aggrandizement, sour grapes. Reject #Maandamano nonsense! 🌿🔥🏃🚓🤕👹😡👎 https://t.co/tjA04Srly4",solo_ambuku,1,0
2023-03-31 08:24:21+00:00,1641718059873325057,I think our Kenya policemen and government should be commended in handling the famous search for nusu mkate in the name of peaceful protest #MaandamanoThursday #Maandamano,diasteah,0,0
2023-03-31 08:22:26+00:00,1641717576307752963,@AmbatiLucy @musau_jm @LMwongera @Asmali77 @Elsito777 @GracesOpinion @maareenna @Pauline34677965 @AlexanderSarik4 @LordessJohjoh @wanainchi50 @BenjiNdolo @abuga_makori @Jayson02091303 @SGaturusalim @lillian_owinga @paulinenjoroge He he he ..... awuoro! Reject #Maandamano nonsense! 🌿👹👎 https://t.co/uzxNeVp5gB,solo_ambuku,0,0
2023-03-31 08:21:24+00:00,1641717318056132608,"Diplomats feeling the heat 🔥🔥🔥
#MaandamanoThursday #CostOfLivingCrisis #Maandamano",BeingCharlie,0,0
2023-03-31 08:19:06+00:00,1641716738919215105,"@Kenyans What proposals have you brought to parliament to lower cost of living @SABINACHEGE. Parliament is captured, that is why you approved 802M for vehicles for the executive when people are dying of hunger. You have failed that is why we are on the streets.#Maandamano  will continue",mgambokenya,14,0
2023-03-31 08:18:55+00:00,1641716692123353088,"@Pauline34677965 @RailaOdinga @abuga_makori @MarthaKarua @makaumutua @HonKioni @AmbatiLucy @AnyangNyongo @orengo_james @OpiyoWandayi Chineke, what a transformation, things have really gone south! Reject #Maandamano nonsense! 🙊🙆👎 https://t.co/oqfWCNuRD9",solo_ambuku,3,0
2023-03-31 08:15:52+00:00,1641715924888633346,"After seeing Kalenjins and Kikuyus online justifying this reckless attack and attempted murder on unarmed journalists by a Kalenjin police officer, I'm so done with these 2 tribes. It's a shame being a Kenyan together with these 2 tribes. 
#Maandamano https://t.co/uWxakZK1hX",EGee254,0,0
2023-03-31 08:14:37+00:00,1641715609095249920,"It all boils down to one thing.
Who is shaking the jar 🫙
#Peace 
#Maandamano 
#media
#NPS https://t.co/A0hD9xqt23",km_fidel,0,0
2023-03-31 08:12:22+00:00,1641715043799539712,Who's paying the Media for the live coverage of the #Demonstrations? How much are they being paid? That's the only way to unmask #Raila this time.  Raila's claim about rigging and IEBC servers are unfounded. #MaandamanoThursdays #MaandamanoMondays #Maandamano,PITAMINOR,0,0
2023-03-31 08:11:16+00:00,1641714767671746560,#Maandamano https://t.co/hREpRPNUkl,safariwithselle,0,0
2023-03-31 08:10:25+00:00,1641714550973124609,"What a journey it has been. I’m grateful that the practice is growing. If you’re in Nairobi &amp; in need of a licensed Paediatrician make your bookings today. Contacts in my profile bio. Mirazi, Fortis Suites, 809. Open Mondays - Saturdays. Closed on Sunday &amp; #Maandamano days. 💪🏾 https://t.co/Dx1jNZVA5f",DoctorReign,282,66
2023-03-31 08:09:31+00:00,1641714325348859905,"If Kenyans want to reduce the cost of unga, this is the way to go and not demonstrations, because demonstrations don't go to the farm. Redirect that energy to the farm and enjoy the harvest in a few months' time. 
#kenya #Maandamano #ma",wafula_wa_baro,5,2
2023-03-31 08:02:40+00:00,1641712602781818881,Its Now goon-vernment.we totally agree 💯 @RailaOdinga @edwinsifuna #MaandamanoThursdays #Maandamano https://t.co/hA9WThHGjq,erickzeal,0,0
2023-03-31 08:02:38+00:00,1641712593059426306,"@WilliamsRuto @rigathi @KIMANIICHUNGWAH @NdindiNyoro you all suffer from SELECTIVE OUTRAGE. On one hand ruto says against @RailaOdinga #Maandamano that we all should respect the law.When the courts declares the CAS position illegal, suddenly Ruto goes numb coz of political debt",Lawi_Ka,0,0
2023-03-31 08:01:21+00:00,1641712269812703235,@KIMANIICHUNGWAH @RailaOdinga @IntlCrimCourt Present yourself there. You shoul tell us why sending goons  to do destruction whenever kenyans are holding peaceful #maandamano .,err_rie,0,0
2023-03-31 08:00:10+00:00,1641711974806372352,I will be going live as from 11:20am this morning @K24Tv. #Maandamano edition. Follow my channels twitter @BENARDNYAMWARO @Facebook https://t.co/Y14By5ZVph….,BENARDNYAMWARO,0,0
2023-03-31 07:59:29+00:00,1641711802621874178,@RailaOdinga #Maandamano https://t.co/nwrzx22cmf,kentymabiz,0,0
2023-03-31 07:59:04+00:00,1641711695184707584,Sababu ya #Maandamano ndio hii,Yu_zhizi,0,0
2023-03-31 07:56:28+00:00,1641711039912837120,When finally Kenyans and especially the business community get tired of the looting and destruction of property by Azimio's #Maandamano. They will take it upon themselves to protect their businesses from destruction. The police seems to be getting helpless each passing day.,OleCarrington,0,0
2023-03-31 07:55:14+00:00,1641710733263097856,"#Maandamano #MaandamanoThursdays #MaandamanoMondays 
#Kenyaprotest 
#Kenya",FKavidia,1,0
2023-03-31 07:54:16+00:00,1641710487321600002,"Opposition leader Raila Odinga claims that there was an assassination attempt on his life during Thursday's Maandamano Demonstrations. He justifies his claims by saying his car was shot seven times with live bullets. 
#Raila #Maandamano #Pressfreedom

https://t.co/cPn9DID5Ty https://t.co/uQeVxXg2nA",switchtvkenya,1,0
2023-03-31 07:51:54+00:00,1641709890929303553,"@AnyangNyongo @jootrhkisumu If Agwambo doesn't publicize #Maandamano ENDGAME before Monday, bite the bullet and distance. Secure your legacy.",createsmart2020,0,0
2023-03-31 07:51:21+00:00,1641709754354479104,"The Aftermath https://t.co/P0OzAzK4N1 
#azimio #Maandamano #MaandamanoThursdays",BrightKenyaNews,0,0
2023-03-31 07:48:10+00:00,1641708953963843585,"Aah... Umeharibu! 
Kama ni maandamano for Cost of living and high unemployment rates, Sawa. but ka' ni Story za election? Fuck #Maandamano!
@RailaOdinga",TheAnjere,0,0
2023-03-31 07:46:28+00:00,1641708526136352771,"If Raila Odinga  has visited your area during this #maandamano period rudi factory settings and work hard.
#MaandamanoThursday Dj Fatxo Moha KDD or KBB Kindiki https://t.co/0aw6gVRvNR",Muigai_1,29,4
2023-03-31 07:42:37+00:00,1641707556354531328,"I'm your plug when it comes to macadamia nuts and seedlings.
RT, my client could be on your TL

#Maandamano
KDD or KBB | Kindiki | Dj Evolve https://t.co/eQcMI4aTo4",BrianMulwaKE,1,0
2023-03-31 07:42:04+00:00,1641707419414691843,@KIMANIICHUNGWAH @RailaOdinga @IntlCrimCourt Do the people doing #Maandamano  posses guns?,CarolyneMbithe,0,0
2023-03-31 07:41:22+00:00,1641707239613378560,"An honest question that every Kenyan should be asking, especially the mainstream media, who're openly biased &amp; helping escalate the demos, before the #Maandamano what was the state of the country? Is Kenya progressing now? Dunia duara walai!
Azimio Rigathi Gachagua KDD or KBB DJ",KevinGWangui1,0,0
2023-03-31 07:40:41+00:00,1641707068313817096,I can see investors streaming in to set up business in wazimuo strongholds.... They will benefit alot from the maandamanos... #maandamano,Chuchez,0,0
2023-03-31 07:39:56+00:00,1641706881847644161,Someone tell Raila Odinga he opened Jamia Supermarket 'servers' so the cost of living can come down for a day. What about tomorrow and days to come? What about the people who work there and voted for him? Does he really care? For how long should this madness go on? #Maandamano https://t.co/jRkus5RVnM,smutoro,122,42
2023-03-31 07:37:31+00:00,1641706271664480258,"Moving forward @MediaCouncilK should encourage all journalist and news crews covering #Maandamano to have the proper identification attire, avoid the politician convoys and use vehicles with clear PRESS decal for their safety.",Yu_zhizi,0,0
2023-03-31 07:36:38+00:00,1641706052080005123,"@RailaOdinga @RailaOdinga  the president supported you in the elections you had 60 days after declaration before swearing ,for your friend and supporter president to ""open the servers"" for you whuch we will assume he didnt what then makes you think your competitor will ""open "" #Maandamano",SimpleSum2,0,0
2023-03-31 07:34:46+00:00,1641705579650375680,"So this is what the #Maandamano is all about? what were you doing when they ""stole the election?""",MashRyan,0,0
2023-03-31 07:33:58+00:00,1641705377623425025,"@WilliamsRuto There is an easier but expensive way to deal with these #Maandamano .. Arrest raila odinga, then declare a state of emergency for three days. At the end of the three days kenyans will be begging you to open up the country @KIMANIICHUNGWAH   @rigathi",G4Kefa,1,0
2023-03-31 07:33:36+00:00,1641705287718518785,@AnyangNyongo @jootrhkisumu Please inform Jakom that Kisumu will soon become a ghost city as all FDIs and LDIs will pull out - if #Maandamano go on. What would have a been a beautiful city blossoming with beach tourism is today becoming worse that Afghanistan and Somalia on Mondays and Thursdays. Save it! https://t.co/SjlheYep9R,smutoro,57,6
2023-03-31 07:33:19+00:00,1641705215488409600,#maandamano i think with the current situation going around the country and other Europeans country pressing the government of Kenya to have a talk with #RAILA #presidentruto should sit down and talk if he has the country's best at heart🙏🙏,obiri_wickliffe,1,0
2023-03-31 07:28:17+00:00,1641703947701239808,For those being blinded by #Raila eti #Maandamano is about cost of living. Listen to his own words on the same subject. He's a hypocrite @RailaOdinga @rigathi,Qahiu_Githutha,0,0
2023-03-31 07:25:25+00:00,1641703229158309890,Water cannot mix with oil #Maandamano https://t.co/mLbTarIzEj,WanjiruNdagita,18,8
2023-03-31 07:17:21+00:00,1641701196686557184,@AokoOtieno_ @AokoOtieno_ what made @AnyangNyongo recant his earlier position of banning #Maandamano . Mwiba wa kujitakia Huu!,LMwanjila,1,0
2023-03-31 07:15:20+00:00,1641700689989496832,#Maandamano #MaandamanoThursday https://t.co/Q6eib3e7gC,Ndei_Ndei,11,10
2023-03-31 07:14:58+00:00,1641700598759424001,"To our patients, please feel free to call us in case of an emergency. We are here for you always. 
#Maandamano #epilepsyawareness #staysafe #stayhome Photos used with Courtesy. https://t.co/aKuCML4Q1o",FPEKenya,1,0
2023-03-31 07:14:43+00:00,1641700533365874688,@Belive_Kinuthia He is very concerned by the lawlesness and hooliganism. It needs to be contained ASAP. #Maandamano #ArrestRaila #ArrestRailaNow https://t.co/qW0ClvTJnC,MKENYA_SHUJAA,2,1
2023-03-31 07:12:54+00:00,1641700078116110336,@davidmakali1 @WilliamsRuto Hii #Maandamano IKUE KILA SIKU. We need to raise our voices. Zakayo cannot oppress us. Daily Maandamano is the medicine. https://t.co/MpeMCSjMxY,AyomaJ3,2,0
2023-03-31 07:07:18+00:00,1641698669844889600,"@NTVnewsroom ,@K24Tv , @NTVnewsroom , @citizentvkenya #MaandamanoThursday ,#Maandamano why are we not seeing this in the news this violence must stop @OleItumbi",diasteah,0,0
2023-03-31 07:03:13+00:00,1641697641070313472,"Pipeline railway station fence right now
#maandamano https://t.co/DOgNWiDWIk",ItsGitau_,0,0
2023-03-31 07:02:17+00:00,1641697407627919363,"My people, they stole the election, the whistleblower clearly shows it. Otherwise they’d open the server; what’s the fear? - Raila Odinga 

#Maandamano https://t.co/Ph202qteK3",thekenyatimes,1,1
2023-03-31 06:59:36+00:00,1641696732315615232,"@TheStarKenya This niqqa should be the last one complaining. Btw, is he not in gov't? He said NO to #Maandamano",IgnatiousMuga,0,0
2023-03-31 06:55:49+00:00,1641695779134885888,"@ntvkenya The government is tough talking. Opposition is unrelenting with #Maandamano on the cost of living, #IEBC server.
Kenyans, especially the business community, are bearing the brunt! Who will rise up for Kenya?",Ayiro_Edwin,2,0
2023-03-31 06:53:16+00:00,1641695136936607745,"Dear Niko Na Swali 

@RailaOdinga  how many more business will be vandalized in the name of #Maandamano 

@DCI_Kenya Digital bread crumbs of the Criminal elements is documented on social media  cc @NPSOfficial_KE 
Cc
@edwinsifuna
@HEBabuOwino 
@RobertAlai 
@EstherPassaris https://t.co/r9FkSVdZeb",PhilipOgola,6,2
2023-03-31 06:52:54+00:00,1641695043231576065,"Owner of Jamia Supermarket, Kisumu decry looting at his premises by demonstrators, cite police inaction as he blames police boss in the region whose attempts to reach out for assistance proved futile.
#MaandamanoThursday 
#Maandamano https://t.co/3HtQiBoJof",StanleyLugalia,3,0
2023-03-31 06:52:43+00:00,1641694996519612417,"People counting looses at bee center following yesterday's demos

NTSA
#Maandamano Circumcision Dj Fatxo Mortuary #Baba NTSA DJ Evolve Rigathi Gachagua Azimio Kindiki Nanyuki #RHONairobi Moha Mr President Naivasha Demos https://t.co/XMC9Hmt7tH",onyangoclaude,20,2
2023-03-31 06:52:17+00:00,1641694889946632192,@mungaikihanya #Maandamano,gichenje,0,0
2023-03-31 06:47:59+00:00,1641693809326055424,"A trail of destruction in the aftermath of yesterday’s demonstrations and incidents of overnight looting in Kayole, Nairobi. 
#MaandamanoThursdays 
#MaandamanoThursday 
#Maandamano https://t.co/MEawzgxJTy",StanleyLugalia,4,0
2023-03-31 06:45:20+00:00,1641693141978738688,"@RailaOdinga imebaki siku mbili tu we hit the streets again 📢🔥🔥 #MaandamanoMondays 
#Maandamano https://t.co/7Oc4a3C5bw",Lazz4real,35,2
2023-03-31 06:44:22+00:00,1641692896100331520,Guessing because of #maandamano ...Political risk or terrorism and excess protector adds a cool 10k to the premium. https://t.co/e0MXex7p2g,ValentinoMoipei,0,0
2023-03-31 06:43:22+00:00,1641692647499677696,"#Maandamano, hata kama jameni. Matusi Tena?

Your thoughts? https://t.co/yv9M3NLAR9",lulu_doreen,1,0
2023-03-31 06:40:45+00:00,1641691987773358080,"@HEBabuOwino @WilliamsRuto @MamaRachelRuto You fatally shot an hardworking, harmless, peace loving Kenyan and permanently paralysed him. You belong to jail boy. #ArrestRailaNow #Maandamano https://t.co/Mks5zcoxtP",MKENYA_SHUJAA,93,11
2023-03-31 06:39:57+00:00,1641691786392268801,"😂😂😂😂😂🙌🙌
#Maandamano",HarryGodfirst,0,0
2023-03-31 06:36:26+00:00,1641690898969837570,"Stakeholders including the Media Council of Kenya, The Law Society of Kenya condemn attacks metted on journalists by police; term them barbaric, repulsive &amp; retrogressive. Say journalists are only practing #PressFreedom to prevent the police from using brutal force on
#Maandamano https://t.co/excEbIP8YV",StanleyLugalia,3,0
2023-03-31 06:31:49+00:00,1641689739345506306,"DUE to weekly #Maandamano EXTENSION OF TIME applications loading for many construction projects in Nairobi/Kisumu. From a project planning perspective, contractors need to make adjustments to the schedules to reflect what is happening. Of course delays come with costs.",OkowaNashon,10,1
2023-03-31 06:26:22+00:00,1641688365601882112,#Kenya kuna muda vitu vidogo wanahisi ni mzaha mzaha lakini ikumbukwe hawa walishamwaga damu na wote wanajua chanzo ilikuwa ni nini hivyo haya #Maandamano wasiyachukulie kizembe zembe watafute suluhu na kama hawajui kuridhiana mezani waulize majirani zao #Tanzania 🇹🇿,bin_AK47,1,0
2023-03-31 06:24:39+00:00,1641687933458477056,"@ntvkenya HIO NI KIONJO TU.
AS LONG AS THEY'RE INSIDE THE #MAANDAMANO, THEY MUST DANCE THE TUNE.

HOW DO YOU EXPECT THE TEARGAS TO DIFFERENTIATE THE #MAANDAMANO CAR VS MEDIA CAR???

COMMON SENSE IS NOT COMMON..

😒😒😒😒",ithagu1,2,0
2023-03-31 06:24:10+00:00,1641687813757313025,"@Dr_Mndonye #Maandamano
FACTS:
1. The #SCoK ordered the SERVERS opened
2. @IEBCKenya complied &amp; both Azimio &amp; UDA scrutinised the servers
3. #SCoK dismissed Azimio's Petition &amp; upheld Ruto's win
4. Cost of living was higher during the handshake
5. Subsidies were removed by Uhuru regime https://t.co/hjZWRWKEaw",safariwithselle,2,2
2023-03-31 06:20:53+00:00,1641686987630313474,The protest needs to be put to an end. Surely looting A mortuary. Munataka the dead to wake up wafanye protest. Upumbavu ulioje huu? #mortuary #kindiki #maandamano,Phyllishiko,0,0
2023-03-31 06:19:23+00:00,1641686610650464257,"@Kenyans WHAT WAS THE MEDIA CAR DOING INSIDE THE #MAANDAMANO?

YOU EXPECT TO BE INSIDE THE POOL BUT NOT TO GET WET???

YOU JUMP IN THE MESS, YOU GET CAUGHTUP IN THE MESS.
THERE'S NO DISCUSSIONS ABOUT THAT.

NEXT TIME THE MEDIA PERSONS MUST KNOW THEIR PLACE IN THE MESS.",ithagu1,4,1
2023-03-31 06:16:21+00:00,1641685844686766080,"@AzimioTv The conman @RailaOdinga and @MarthaKarua should just retire waende walee wajukuu, every educated Kenyan knows the real issue sio gharama ya maisha ni minyoo zao tu wanataka kulisha. It's every man for himself and God for us all. Amkeni!!
#Maandamano #SayNoToLGBTQinKENYA #Trump",alex_kimaski,0,0
2023-03-31 06:16:19+00:00,1641685837392871424,"In any Democratic country like Kenya, there is only one way of becoming the President. And that is via a free and fair Election by a majority vote. @WilliamsRuto and @rigathi Are in office Via the same process . #Maandamano and violence can never make @RailaOdinga The president https://t.co/bZyTjaZ3kc",DrMunyaka,31,10
2023-03-31 06:15:59+00:00,1641685753099853827,@Wakabando @AnyangNyongo Does he have the balls to do that? I doubt  We saw in less than 8 hours Prof. recanting his earlier statement to ban #maandamano,KiptenaiTom,0,0
2023-03-31 06:15:18+00:00,1641685580445626369,Alaaa..... 👀👀 #Maandamano,_Moses_A,0,0
2023-03-31 06:13:49+00:00,1641685210830979075,@AzimioTv @RailaOdinga More choppers including millitary ones should be deployed to those war torn areas of kisumu and its environs to restore order. The kind of lawlesness being witnessed should be contained. #ArrestRailaNow #Maandamano https://t.co/icvIK44RYq,MKENYA_SHUJAA,13,2
2023-03-31 06:12:02+00:00,1641684759691575297,"Just one after it was launched, looters, thugs and goons robbed the mortuary and the dead.
Pitiful!
#MaandamanoThursday #Maandamano #CostOfLivingCrisis #Mortuary #Kisumu",BeingCharlie,0,0
2023-03-31 06:11:58+00:00,1641684744650850305,"We're Builders!
We are here to help you achieve a successful construction project.

📞 0798354646.
#businessdaily
#WeLoveAfricanacity 
#Azimio 
#Kenyan 
#PwaniUniversity 
#Maandamano 
#naivasha 
#Hapondipo https://t.co/oaopqIkMQk",FingerprintCap,0,0
2023-03-31 06:10:23+00:00,1641684342937092097,"This is heartbreaking
#MaandamanoThursday #Maandamano #CostOfLivingCrisis",BeingCharlie,0,0
2023-03-31 06:08:11+00:00,1641683789251325953,Rioters have decided to not only engage the living but also the dead.. #Mortuary #maandamano,GichureMoses,0,0
2023-03-31 06:03:27+00:00,1641682600069611520,"I don't know or care about your views, but i see the government prints in all the mayhem coming from #Maandamano",iCaiser,0,0
2023-03-31 06:00:47+00:00,1641681930285379585,"End month is here, get all your fiber optic accessories from us. This is the only place where quality meets the pricing. Make your orders from us today. We are here to provide quality. #raila , #azimio #Maandamano https://t.co/16zCkLyB0f",cpcablesltd,0,0
2023-03-31 05:58:06+00:00,1641681255308599296,"Lord protect us🙏

Rip pwaniuniversityembakasipipeline edwinsifuna babuowino #Maandamano https://t.co/RKG60dQ2Ob",mbath_a,3,0
2023-03-31 05:55:26+00:00,1641680584597487616,"Timelapse at Nairobi city’s Kimathi Street 

Shot with #DigitalRungu @insta360 yesterday in the morning during #Maandamano 

#Insta360Nairobi 
#KenyaAt60 https://t.co/f45VO98HnR",PhilipOgola,1,0
